m,id,lat,lon,dem
0,0,-30.01476850,-51.12403170,0
0,1392,-30.00650220,-51.16306630,10
0,213,-30.01486150,-51.18265600,31
0,1,-30.11536990,-51.09923570,129
0,2213,-30.04338440,-51.10814050,-31
0,2001,-30.03822380,-51.10764070,-129
0,1130,-30.02280080,-51.12864680,23
0,3392,-30.02077460,-51.10038210,-10
0,3130,-30.02354060,-51.08713300,-23
0,0,-30.01476850,-51.12403170,0
1,0,-30.01476850,-51.12403170,0
1,7,-30.02414450,-51.13734860,124
1,2007,-30.03668920,-51.15044470,-124
1,1350,-30.04915040,-51.16528780,91
1,230,-30.16540690,-51.18269940,23
1,165,-30.11979020,-51.09737920,163
1,2165,-30.02668930,-51.08990930,-163
1,2230,-30.02302300,-51.09679360,-23
1,3350,-30.02246190,-51.12651110,-91
1,0,-30.01476850,-51.12403170,0
2,0,-30.01476850,-51.12403170,0
2,19,-30.03372280,-51.14680690,113
2,1152,-30.16029310,-51.18155570,172
2,2019,-30.20586360,-51.17170190,-113
2,254,-30.18527510,-51.18574490,19
2,3152,-30.03292590,-51.11063040,-172
2,2254,-30.03595190,-51.10403080,-19
2,0,-30.01476850,-51.12403170,0
3,0,-30.01476850,-51.12403170,0
3,329,-30.01731070,-51.17352300,148
3,300,-30.02056500,-51.12889670,136
3,2329,-30.03360700,-51.10456720,-148
3,2300,-30.03246960,-51.10479310,-136
3,1103,-30.01839310,-51.12561250,165
3,3103,-30.04011360,-51.10877760,-165
3,1278,-30.04045390,-51.14211940,19
3,3278,-30.03305640,-51.10126210,-19
3,0,-30.01476850,-51.12403170,0
4,0,-30.01476850,-51.12403170,0
4,79,-30.17557700,-51.18266250,145
4,2079,-30.15646160,-51.17743950,-145
4,430,-30.00898670,-51.19636940,87
4,319,-30.00962380,-51.16796040,130
4,2430,-30.02543290,-51.09873000,-87
4,2319,-30.02287170,-51.10153950,-130
4,0,-30.01476850,-51.12403170,0
5,0,-30.01476850,-51.12403170,0
5,30,-30.02139640,-51.14167910,60
5,2030,-30.15134800,-51.14127150,-60
5,447,-30.11895870,-51.10317390,52
5,506,-30.11753970,-51.09997990,64
5,2506,-30.03811210,-51.10773960,-64
5,2447,-30.02248710,-51.09723690,-52
5,849,-30.02355260,-51.12744040,41
5,2849,-30.02255700,-51.12418510,-41
5,0,-30.01476850,-51.12403170,0
6,0,-30.01476850,-51.12403170,0
6,5,-30.03361590,-51.16885020,25
6,528,-30.04400060,-51.16673380,166
6,2005,-30.03022510,-51.14338590,-25
6,525,-30.02202360,-51.14038240,97
6,2528,-30.02704890,-51.08921610,-166
6,2525,-30.01931880,-51.09844430,-97
6,1907,-30.01844360,-51.12232730,103
6,3907,-30.02361100,-51.09886690,-103
6,1341,-29.99780340,-51.11451110,168
6,3341,-30.03951410,-51.12706070,-168
6,0,-30.01476850,-51.12403170,0
7,0,-30.01476850,-51.12403170,0
7,52,-30.02546780,-51.14792050,47
7,2052,-30.15417980,-51.16236250,-47
7,675,-30.16059960,-51.17171230,125
7,573,-30.17538780,-51.18467300,142
7,2675,-30.03398780,-51.10514270,-125
7,2573,-30.02449380,-51.09141500,-142
