m,id,lat,lon,dem
0,0,-30.13728730,-51.21701990,0
0,88,-30.10374440,-51.21196230,45
0,188,-30.08251220,-51.21320350,-45
0,19,-30.06199850,-51.17070540,56
0,119,-30.05977320,-51.19097800,-56
0,1,-30.06016920,-51.18154430,41
0,67,-30.08344790,-51.21223420,26
0,167,-29.98612350,-51.20060140,-26
0,44,-29.97978050,-51.12846720,56
0,144,-30.02016410,-51.15631030,-56
0,101,-30.02574060,-51.15010800,-41
0,0,-30.13728730,-51.21701990,0
1,0,-30.13728730,-51.21701990,0
1,2,-30.06992260,-51.19799060,27
1,63,-29.98424490,-51.12574770,44
1,11,-30.00884170,-51.11863080,25
1,163,-30.00666280,-51.12080980,-44
1,111,-29.99372560,-51.13802970,-25
1,59,-30.01316830,-51.12848660,23
1,159,-30.03004670,-51.12913230,-23
1,61,-30.05831960,-51.16943080,44
1,161,-30.01235950,-51.19213270,-44
1,99,-30.01326160,-51.20055420,19
1,199,-30.00293840,-51.19848510,-19
1,86,-30.03048280,-51.23231510,53
1,186,-29.98368700,-51.20124310,-53
1,102,-30.09365840,-51.22877660,-27
1,0,-30.13728730,-51.21701990,0
2,0,-30.13728730,-51.21701990,0
2,78,-30.06639020,-51.21261410,19
2,15,-30.07345290,-51.21416120,14
2,71,-30.05780500,-51.19097310,54
2,178,-30.03062680,-51.11790550,-19
2,171,-30.00511230,-51.14272050,-54
2,93,-30.00215680,-51.16337480,18
2,193,-30.11756330,-51.11021040,-18
2,94,-30.11630550,-51.10442500,51
2,194,-30.02418050,-51.13257440,-51
2,115,-30.21089330,-51.18185810,-14
2,0,-30.13728730,-51.21701990,0
3,0,-30.13728730,-51.21701990,0
3,65,-30.06298470,-51.18868510,17
3,45,-30.06861870,-51.18303560,39
3,165,-30.00541240,-51.11458290,-17
3,34,-29.98633150,-51.12844670,28
3,95,-30.04462100,-51.16857600,17
3,195,-30.00516500,-51.17607320,-17
3,52,-30.06263430,-51.20485190,29
3,152,-30.07552440,-51.22688060,-29
3,145,-30.09757380,-51.23037100,-39
3,134,-30.10146690,-51.22427360,-28
3,0,-30.13728730,-51.21701990,0
4,0,-30.13728730,-51.21701990,0
4,98,-30.00471190,-51.19475270,37
4,198,-30.02905370,-51.14127910,-37
4,64,-30.05051810,-51.18820500,11
4,13,-30.08092480,-51.19311260,29
4,164,-30.10962700,-51.23647000,-11
4,113,-30.18780260,-51.18530540,-29
4,92,-30.14364280,-51.21050680,59
4,192,-30.03196840,-51.11088520,-59
4,22,-30.07020610,-51.17862700,34
4,9,-30.06837240,-51.17957790,55
4,109,-30.01149550,-51.20170940,-55
4,122,-30.06495610,-51.19764250,-34
4,0,-30.13728730,-51.21701990,0
5,0,-30.13728730,-51.21701990,0
5,68,-29.98804180,-51.12832140,46
5,60,-30.05310760,-51.19898360,26
5,70,-30.06083000,-51.19438150,21
5,168,-30.08965990,-51.22870980,-46
5,160,-30.12510030,-51.23741680,-26
5,170,-30.17595410,-51.19064580,-21
5,3,-30.23396800,-51.09469360,59
5,84,-30.08198700,-51.11539980,33
5,103,-29.99485080,-51.09651110,-59
