m,id,lat,lon,dem
0,0,-30.03844290,-51.20902190,0
0,44,-30.01998970,-51.19645280,165
0,12,-30.00432550,-51.17892570,23
0,142,-30.00419570,-51.14414990,78
0,642,-30.00604900,-51.14461680,-78
0,512,-29.99257410,-51.13755020,-23
0,23,-29.98965530,-51.13634520,27
0,523,-30.00928290,-51.11823050,-27
0,17,-29.98856640,-51.11934940,19
0,5,-30.02336710,-51.10348310,101
0,544,-30.02040560,-51.10122930,-165
0,285,-30.00549790,-51.13474150,46
0,505,-30.01647680,-51.10597700,-101
0,517,-30.01170390,-51.11905470,-19
0,1,-30.00598580,-51.11667020,81
0,11,-30.04751150,-51.16428850,75
0,14,-30.06471690,-51.14122510,94
0,501,-30.07383390,-51.20313100,-81
0,466,-30.08125960,-51.21299200,58
0,514,-30.08581940,-51.22831790,-94
0,511,-30.11247260,-51.23125510,-75
0,966,-30.11203490,-51.23020720,-58
0,785,-30.13145500,-51.23657240,-46
0,55,-30.16072750,-51.14529820,99
0,140,-30.14936020,-51.14372250,32
0,640,-30.09881850,-51.22436710,-32
0,111,-30.04989160,-51.15475640,41
0,555,-30.03275560,-51.10387650,-99
0,611,-30.00623770,-51.09374760,-41
0,352,-30.01792960,-51.15648740,132
0,852,-29.98640800,-51.19783140,-132
0,0,-30.03844290,-51.20902190,0
1,0,-30.03844290,-51.20902190,0
1,452,-30.02651520,-51.22129910,89
1,952,-30.00871440,-51.19230060,-89
1,253,-30.00475300,-51.19287920,170
1,172,-30.00880610,-51.16116470,63
1,672,-30.07400570,-51.20897110,-63
1,753,-30.08062870,-51.20911810,-170
1,25,-30.00745050,-51.11407710,153
1,72,-30.02383880,-51.12526940,65
1,525,-30.02189270,-51.10836430,-153
1,403,-30.02659680,-51.09214380,75
1,98,-29.98867940,-51.09345520,58
1,572,-30.00021380,-51.10115040,-65
1,127,-29.99916860,-51.10371030,86
1,627,-30.00608900,-51.12035360,-86
1,20,-30.05192690,-51.15333030,153
1,598,-30.11149150,-51.23243860,-58
1,903,-30.08872510,-51.23997650,-75
1,520,-30.09095280,-51.21211350,-153
1,0,-30.03844290,-51.20902190,0
2,0,-30.03844290,-51.20902190,0
2,53,-30.07053470,-51.15092110,14
2,92,-30.05106150,-51.16121520,15
2,4,-30.04906890,-51.15676190,99
2,68,-30.01177440,-51.13483250,80
2,274,-30.02174220,-51.12723980,73
2,592,-30.01759160,-51.10163450,-15
2,2,-30.00426080,-51.09968740,25
2,504,-30.00188740,-51.09134350,-99
2,502,-30.00955210,-51.09360590,-25
2,774,-29.98947530,-51.12792050,-73
2,553,-29.98870400,-51.12475180,-14
2,374,-29.98868210,-51.13761130,42
2,31,-30.00678650,-51.18053680,173
2,531,-30.11349930,-51.25762810,-173
2,874,-30.10810100,-51.23189570,-42
2,568,-30.10638160,-51.22928270,-80
2,122,-30.15597220,-51.13942910,64
2,484,-30.00789790,-51.11433530,155
2,622,-30.00420050,-51.11216960,-64
2,984,-29.99552070,-51.09990360,-155
2,201,-30.00866140,-51.11003350,77
2,249,-30.00566350,-51.10710590,145
2,701,-30.02247570,-51.11323770,-77
2,749,-30.03223190,-51.11560060,-145
2,0,-30.03844290,-51.20902190,0
3,0,-30.03844290,-51.20902190,0
3,438,-30.06855720,-51.22388020,168
3,938,-30.10590690,-51.22715660,-168
3,32,-30.16545950,-51.15351850,145
3,532,-30.07882230,-51.19145460,-145
3,29,-30.01469760,-51.14410860,160
3,529,-30.01096790,-51.13254370,-160
3,71,-30.02423290,-51.09911310,164
3,571,-29.98797020,-51.13794430,-164
3,146,-30.00934610,-51.10483350,69
3,85,-30.00674510,-51.12366390,46
3,91,-30.02592080,-51.12425250,62
3,585,-30.03536460,-51.11097450,-46
3,591,-29.99850640,-51.09552390,-62
3,115,-29.99826840,-51.15421030,152
3,187,-30.00455630,-51.17539810,66
3,687,-30.10306120,-51.24027380,-66
3,646,-30.13188950,-51.22997520,-69
3,615,-30.06811930,-51.21703040,-152
3,0,-30.03844290,-51.20902190,0
4,0,-30.03844290,-51.20902190,0
4,82,-30.01250900,-51.11598740,104
4,295,-30.01308630,-51.11371720,130
4,582,-30.02792400,-51.09843030,-104
4,326,-30.02423940,-51.10267660,26
4,40,-30.00443130,-51.09079990,141
4,826,-30.08993250,-51.18193200,-26
4,795,-30.09948530,-51.18751510,-130
4,45,-30.16211390,-51.13935820,18
4,370,-30.16600340,-51.14916780,35
4,545,-30.09157180,-51.22255130,-18
4,478,-30.09098540,-51.23215700,109
4,978,-30.08100310,-51.22161860,-109
4,540,-30.07614520,-51.22427240,-141
4,450,-29.98181450,-51.19368690,51
4,870,-29.98312670,-51.19551610,-35
4,287,-30.00529830,-51.18705990,13
4,288,-30.01121870,-51.17775130,56
4,236,-30.03501670,-51.15133410,72
4,788,-30.04607060,-51.15729850,-56
4,26,-30.04979840,-51.15489130,108
4,736,-30.04348860,-51.12827370,-72
4,526,-30.02273180,-51.13413020,-108
4,950,-30.05955730,-51.14307190,-51
4,787,-30.07687770,-51.16277650,-13
4,461,-30.07933860,-51.16677400,29
4,961,-30.03544570,-51.23545070,-29
