m,id,lat,lon,dem
0,0,41.35561680,2.16102640,0
0,1,41.32661250,2.09284410,15
0,101,41.39409920,2.16585300,-15
0,0,41.35561680,2.16102640,0
1,0,41.35561680,2.16102640,0
1,46,41.35988780,2.10502910,13
1,11,41.36610800,2.12306420,105
1,111,41.41893820,2.14955440,-105
1,146,41.39756440,2.14866170,-13
1,36,41.38658190,2.13418620,94
1,10,41.41925150,2.14189650,45
1,136,41.42501650,2.15181550,-94
1,18,41.41128000,2.18619490,31
1,118,41.39557000,2.14302320,-31
1,110,41.38065840,2.17321490,-45
1,0,41.35561680,2.16102640,0
2,0,41.35561680,2.16102640,0
2,43,41.37533070,2.16181090,14
2,143,41.38027610,2.16406770,-14
2,20,41.39910820,2.15793260,167
2,120,41.39833950,2.14339980,-167
2,62,41.37391900,2.10956080,125
2,38,41.37747810,2.11739480,67
2,162,41.43266440,2.14993200,-125
2,138,41.40844680,2.14535640,-67
2,0,41.35561680,2.16102640,0
3,0,41.35561680,2.16102640,0
3,95,41.37950720,2.15942160,123
3,92,41.37248790,2.16328250,30
3,30,41.37757990,2.18888940,18
3,130,41.40055570,2.15513170,-18
3,195,41.41803210,2.14278690,-123
3,192,41.44502080,2.21953440,-30
3,0,41.35561680,2.16102640,0
4,0,41.35561680,2.16102640,0
4,32,41.45793620,2.07676500,147
4,47,41.39293410,2.14846110,145
4,147,41.40389740,2.15626410,-145
4,132,41.39739990,2.14061930,-147
4,29,41.39365960,2.14379290,135
4,34,41.41517350,2.18117740,18
4,129,41.41305410,2.19576910,-135
4,134,41.38798290,2.18084720,-18
4,0,41.35561680,2.16102640,0
5,0,41.35561680,2.16102640,0
5,56,41.45658260,2.17666880,33
5,59,41.45880530,2.19822210,19
5,159,41.42367700,2.14751080,-19
5,156,41.37116030,2.14746590,-33
5,94,41.34906650,2.13418570,163
5,194,41.43162460,2.17952240,-163
5,0,41.35561680,2.16102640,0
6,0,41.35561680,2.16102640,0
6,31,41.39978680,2.16023690,106
6,131,41.42253950,2.16140460,-106
6,63,41.42329190,2.14833990,44
6,163,41.43256010,2.14849460,-44
6,78,41.44741920,2.08188760,58
6,7,41.46944970,2.08136610,87
6,178,41.38534580,2.15250760,-58
6,107,41.39627840,2.19767120,-87
6,0,41.35561680,2.16102640,0
7,0,41.35561680,2.16102640,0
7,64,41.32522120,2.09242680,44
7,164,41.40203110,2.15549590,-44
7,42,41.42390530,2.14385810,157
7,16,41.45771890,2.17620780,137
7,116,41.43285270,2.15878080,-137
7,142,41.43499790,2.16729400,-157
7,0,41.35561680,2.16102640,0
8,0,41.35561680,2.16102640,0
8,61,41.32370030,2.08907360,80
8,161,41.39171070,2.07337760,-80
8,40,41.37524170,2.10248310,129
8,2,41.37413210,2.10571240,158
8,140,41.43265990,2.15778670,-129
8,102,41.44106820,2.18154660,-158
8,0,41.35561680,2.16102640,0
9,0,41.35561680,2.16102640,0
9,14,41.37686850,2.13579960,29
9,17,41.40162920,2.16366640,172
9,114,41.38844630,2.17629320,-29
9,117,41.40671280,2.20483770,-172
9,50,41.45459970,2.17364700,89
9,150,41.40737670,2.17194310,-89
9,60,41.40291330,2.17113090,21
9,160,41.42454680,2.19058070,-21
9,0,41.35561680,2.16102640,0
10,0,41.35561680,2.16102640,0
10,21,41.46952160,2.08130200,133
10,27,41.37382570,2.10205020,108
10,93,41.41182280,2.14197490,25
10,121,41.42992710,2.15754750,-133
10,127,41.43155540,2.18719840,-108
10,193,41.41837570,2.18626570,-25
10,0,41.35561680,2.16102640,0
11,0,41.35561680,2.16102640,0
11,4,41.39848170,2.14325310,73
11,52,41.41133840,2.14595590,103
11,152,41.39591620,2.13421940,-103
11,104,41.46148560,2.05873150,-73
11,23,41.46589800,2.08460120,55
11,123,41.45413080,2.17259570,-55
11,0,41.35561680,2.16102640,0
12,0,41.35561680,2.16102640,0
12,35,41.37462540,2.10033580,144
12,41,41.37389470,2.10528960,143
12,141,41.43164020,2.16390230,-143
12,135,41.39356570,2.17008940,-144
12,79,41.39383400,2.15611240,74
12,13,41.37664310,2.14562890,177
12,113,41.39966400,2.13512710,-177
12,179,41.35379760,2.08682940,-74
12,0,41.35561680,2.16102640,0
13,0,41.35561680,2.16102640,0
13,49,41.40441300,2.16043320,120
13,149,41.40781700,2.17511230,-120
13,66,41.46760790,2.08045350,58
13,81,41.39541700,2.14814730,114
13,181,41.42551500,2.18764580,-114
13,166,41.39710050,2.19259430,-58
