m,id,lat,lon,dem
0,0,40.75017500,-73.99183700,0
0,28,40.74178300,-73.99742900,1
0,128,40.71025800,-74.01232100,-1
0,21,40.75244100,-73.99337000,1
0,1,40.76654400,-73.96516400,1
0,121,40.78335600,-73.95871700,-1
0,101,40.81989700,-73.94458800,-1
0,40,40.64537000,-73.77674100,1
0,38,40.64860500,-73.78331800,1
0,75,40.76867300,-73.86330400,1
0,88,40.76907700,-73.86369300,1
0,62,40.77056900,-73.86592100,1
0,162,40.75129700,-73.93531800,-1
0,138,40.77825900,-73.95153800,-1
0,140,40.76958500,-73.96916200,-1
0,70,40.76942400,-73.98534400,2
0,175,40.76977900,-73.98605300,-1
0,188,40.76406500,-73.97898100,-1
0,44,40.75245700,-73.97782100,1
0,170,40.74461000,-73.98714400,-2
0,144,40.72438800,-73.99318700,-1
0,0,40.75017500,-73.99183700,0
1,0,40.75017500,-73.99183700,0
1,14,40.74005500,-73.99059300,5
1,81,40.72274000,-73.99754300,1
1,181,40.77090800,-73.86554000,-1
1,17,40.77309800,-73.88533800,1
1,117,40.78607200,-73.95282700,-1
1,27,40.75415400,-73.97483800,1
1,127,40.74680700,-73.99366000,-1
1,19,40.75433700,-73.99296600,1
1,114,40.78735400,-73.97637900,-5
1,119,40.78287100,-73.94806700,-1
1,43,40.79271700,-73.96735400,1
1,73,40.79776400,-73.97155800,1
1,86,40.77887700,-73.96274600,1
1,37,40.76960800,-73.95566600,1
1,94,40.76681100,-73.95676400,2
1,173,40.76876800,-73.96215800,-1
1,77,40.76525500,-73.96151700,1
1,143,40.76588800,-73.97184800,-1
1,186,40.75579100,-73.97946900,-1
1,137,40.76336700,-73.98642000,-1
1,194,40.75071300,-73.99096700,-2
1,177,40.74873000,-73.99241600,-1
1,0,40.75017500,-73.99183700,0
2,0,40.75017500,-73.99183700,0
2,20,40.75666400,-73.98896000,2
2,76,40.75105300,-73.97472400,1
2,2,40.76715500,-73.93014500,1
2,176,40.76863900,-73.86193100,-1
2,100,40.76887100,-73.86277000,3
2,120,40.77449800,-73.87192500,-2
2,78,40.75032400,-73.97890500,1
2,178,40.71116300,-74.01596800,-1
2,29,40.74730700,-73.99688700,1
2,102,40.77389900,-73.98232300,-1
2,200,40.76838300,-73.98475600,-3
2,129,40.78447000,-73.95420100,-1
2,26,40.75563000,-73.97370900,1
2,126,40.75350200,-73.97462500,-1
2,98,40.75557700,-73.97604400,1
2,4,40.75568800,-73.97484600,1
2,198,40.77387600,-73.87066700,-1
2,3,40.76212700,-73.97537200,4
2,104,40.76255400,-74.00019800,-1
2,103,40.74907300,-73.98833500,-4
2,0,40.75017500,-73.99183700,0
3,0,40.75017500,-73.99183700,0
3,65,40.74452200,-73.97940100,1
3,39,40.73411200,-73.97740200,1
3,35,40.74172200,-73.97817200,2
3,58,40.74271400,-73.97441900,1
3,165,40.76970700,-73.98820500,-1
3,158,40.80510700,-73.96229600,-1
3,139,40.74832200,-73.98983800,-1
3,50,40.74906900,-73.99162300,1
3,135,40.74459500,-74.00069400,-2
3,150,40.70474600,-74.01528900,-1
3,0,40.75017500,-73.99183700,0
4,0,40.75017500,-73.99183700,0
4,99,40.73748800,-73.98425300,1
4,45,40.73361200,-73.99079100,1
4,12,40.72648200,-73.98600800,1
4,10,40.74590300,-73.97203100,2
4,110,40.75185800,-73.97654000,-2
4,84,40.76791800,-73.96213500,1
4,96,40.78258500,-73.95105700,1
4,145,40.77222800,-73.96479000,-1
4,112,40.77875500,-73.98104100,-1
4,196,40.84164000,-73.94258900,-1
4,184,40.82582100,-73.92450000,-1
4,199,40.77389500,-73.87064400,-1
4,11,40.77418100,-73.87325300,1
4,24,40.75187700,-73.97925600,1
4,7,40.76332500,-73.97847700,1
4,124,40.76738700,-73.98474100,-1
4,72,40.76308400,-73.98246800,4
4,107,40.72015400,-74.01014700,-1
4,8,40.72493000,-73.99554400,1
4,111,40.72440000,-73.98777800,-1
4,49,40.73146800,-73.99491100,1
4,172,40.73414600,-73.99095200,-4
4,108,40.75954100,-73.98151400,-1
4,149,40.76206200,-73.98636600,-1
4,0,40.75017500,-73.99183700,0
5,0,40.75017500,-73.99183700,0
5,56,40.76150900,-73.99956500,1
5,6,40.74416000,-73.92485800,1
5,31,40.67628900,-73.97168700,1
5,46,40.71891800,-73.99923700,1
5,131,40.72710400,-73.99980200,-1
5,156,40.70838500,-74.00539400,-1
5,59,40.75582900,-73.96472900,1
5,106,40.75923200,-73.96534700,-1
5,15,40.76530500,-73.96363800,1
5,5,40.78358800,-73.98008700,1
5,146,40.76950100,-73.99585700,-1
5,115,40.76668900,-73.98259700,-1
5,105,40.73860900,-73.98800700,-1
5,159,40.74824500,-73.98996000,-1
5,0,40.75017500,-73.99183700,0
6,0,40.75017500,-73.99183700,0
6,97,40.75328400,-73.96668200,1
6,71,40.75602300,-73.96767400,1
6,22,40.75672100,-73.96120500,1
6,51,40.76717400,-73.95649000,1
6,93,40.76819600,-73.96867400,1
6,30,40.76233700,-73.99000500,1
6,197,40.76606400,-73.99216500,-1
6,193,40.71473700,-74.01499200,-1
6,130,40.70403700,-74.01168800,-1
6,122,40.70697000,-74.00572200,-1
6,151,40.74008600,-73.99045600,-1
6,171,40.74308000,-73.98885300,-1
6,67,40.74493000,-73.99127200,1
6,167,40.75108700,-73.96809400,-1
6,0,40.75017500,-73.99183700,0
