m,id,lat,lon,dem
0,0,41.39753660,2.12356330,0
0,26,41.41895940,2.14909610,180
0,76,41.42301310,2.15237270,-180
0,13,41.44181900,2.17304600,144
0,7,41.43220000,2.16124700,127
0,57,41.42474170,2.17131170,-127
0,63,41.40768350,2.17528990,-144
0,8,41.41009850,2.18822350,136
0,10,41.39825330,2.17687800,55
0,60,41.39245750,2.16795150,-55
0,38,41.38785930,2.17799060,39
0,28,41.38534280,2.17170190,113
0,88,41.36228790,2.10872500,-39
0,58,41.37019390,2.05809080,-136
0,1,41.40052560,2.11713440,22
0,3,41.42137720,2.08627070,147
0,51,41.39747430,2.12799110,-22
0,78,41.36498840,2.12658370,-113
0,53,41.39002880,2.11717190,-147
0,0,41.39753660,2.12356330,0
1,0,41.39753660,2.12356330,0
1,39,41.43074650,2.16251410,146
1,35,41.39843170,2.17893870,88
1,44,41.38226980,2.13802490,36
1,89,41.38442060,2.14052840,-146
1,14,41.39691210,2.12195190,66
1,15,41.40289610,2.10700030,88
1,85,41.35864420,2.10061820,-88
1,94,41.32342770,2.08813950,-36
1,65,41.35605100,2.06936610,-88
1,64,41.39244310,2.10492030,-66
1,49,41.38963490,2.10462520,14
1,12,41.39491220,2.13269920,82
1,62,41.40364660,2.19934050,-82
1,99,41.39860540,2.16167630,-14
1,0,41.39753660,2.12356330,0
2,0,41.39753660,2.12356330,0
2,19,41.44252360,2.17430660,169
2,69,41.32571630,2.09067340,-169
2,2,41.39406020,2.19094860,20
2,21,41.39809180,2.17319740,61
2,52,41.41266620,2.16020560,-20
2,71,41.40577680,2.15391600,-61
2,27,41.41927790,2.14900990,13
2,77,41.39629540,2.15095100,-13
2,24,41.42457780,2.15607310,173
2,23,41.43418680,2.16529700,55
2,74,41.36556140,2.05301940,-173
2,73,41.39674930,2.11219220,-55
2,0,41.39753660,2.12356330,0
3,0,41.39753660,2.12356330,0
3,5,41.43640110,2.18893560,158
3,42,41.43314540,2.18911240,142
3,55,41.44130830,2.20664850,-158
3,47,41.42256580,2.09726060,34
3,22,41.42876960,2.09558440,59
3,31,41.39713230,2.12343660,54
3,92,41.37254470,2.12285750,-142
3,97,41.39414000,2.13906990,-34
3,81,41.40261880,2.17579990,-54
3,48,41.41273970,2.18130290,57
3,98,41.42861460,2.23363630,-57
3,72,41.40332330,2.15611370,-59
3,0,41.39753660,2.12356330,0
4,0,41.39753660,2.12356330,0
4,30,41.42487430,2.15596920,164
4,43,41.36250330,2.07296610,57
4,33,41.43460950,2.15629080,61
4,80,41.43189850,2.16301530,-164
4,34,41.43342200,2.18441240,177
4,93,41.42443860,2.19060250,-57
4,84,41.40367350,2.16212660,-177
4,83,41.38210560,2.17609720,-61
4,46,41.39716020,2.19588250,21
4,6,41.39797200,2.17343800,135
4,96,41.43955720,2.21901660,-21
4,36,41.42938860,2.17646510,49
4,56,41.42233050,2.18189410,-135
4,86,41.38535170,2.15536850,-49
4,0,41.39753660,2.12356330,0
5,0,41.39753660,2.12356330,0
5,9,41.43215450,2.18508420,178
5,59,41.43119840,2.18743590,-178
5,41,41.41695530,2.21603250,74
5,91,41.40009880,2.16306440,-74
5,45,41.37961100,2.08964820,104
5,25,41.38892640,2.17960100,165
5,95,41.44988800,2.23682230,-104
5,75,41.43799330,2.17923500,-165
5,11,41.43531630,2.08933260,153
5,61,41.39407070,2.18067200,-153
5,0,41.39753660,2.12356330,0
6,0,41.39753660,2.12356330,0
6,40,41.38672140,2.17353810,55
6,17,41.38104350,2.18867720,136
6,67,41.39163460,2.18771500,-136
6,16,41.42202810,2.17641570,155
6,90,41.45231470,2.22570450,-55
6,4,41.42227070,2.13323310,73
6,66,41.44128310,2.20095760,-155
6,54,41.44289120,2.21485120,-73
6,0,41.39753660,2.12356330,0
7,0,41.39753660,2.12356330,0
7,20,41.38859690,2.18120880,93
7,32,41.44193550,2.19008920,176
7,82,41.43224650,2.16349840,-176
7,37,41.42690600,2.18465540,173
7,87,41.44360710,2.18076910,-173
7,70,41.38414740,2.05186090,-93
7,0,41.39753660,2.12356330,0
8,0,41.39753660,2.12356330,0
8,18,41.39289310,2.15261720,129
8,68,41.40178920,2.20672040,-129
8,50,41.44984240,2.20782730,179
8,100,41.37970190,2.16988380,-179
8,0,41.39753660,2.12356330,0
9,0,41.39753660,2.12356330,0
9,29,41.39560560,2.17296570,72
9,79,41.45021920,2.07829240,-72
9,0,41.39753660,2.12356330,0
