m,id,lat,lon,dem
0,0,52.42342570,13.24026710,0
0,13,52.48209040,13.29704340,85
0,23,52.55514920,13.34943610,114
0,73,52.54897040,13.35096250,-114
0,38,52.54543870,13.36367830,173
0,88,52.55132910,13.35465110,-173
0,63,52.55874930,13.48488220,-85
0,35,52.56370900,13.48191380,92
0,85,52.56420820,13.48454470,-92
0,14,52.56288980,13.48162770,164
0,1,52.56959730,13.49338000,70
0,49,52.57249920,13.49379650,51
0,99,52.57593720,13.50674690,-51
0,51,52.56659530,13.51542360,-70
0,64,52.55536790,13.50034350,-164
0,31,52.55607550,13.50601640,137
0,81,52.55861920,13.49153950,-137
0,2,52.44707230,13.29926760,127
0,7,52.44663620,13.29883550,173
0,52,52.44379430,13.30260650,-127
0,57,52.44298860,13.31632290,-173
0,19,52.42822990,13.31317950,70
0,37,52.44397570,13.28831020,151
0,87,52.45540610,13.29214540,-151
0,69,52.44402510,13.29678260,-70
0,32,52.44398580,13.32163650,79
0,82,52.44880070,13.29616150,-79
0,0,52.42342570,13.24026710,0
1,0,52.42342570,13.24026710,0
1,29,52.55034990,13.35097680,179
1,79,52.53944740,13.34828330,-179
1,22,52.54844460,13.35597630,14
1,6,52.54724030,13.36954610,53
1,72,52.55284150,13.37151680,-14
1,56,52.57907150,13.37426800,-53
1,26,52.57228750,13.49597590,67
1,16,52.56356970,13.48794320,164
1,66,52.57137380,13.50197100,-164
1,45,52.57345780,13.50023910,176
1,76,52.57207640,13.49293570,-67
1,95,52.56582130,13.49768580,-176
1,50,52.56911220,13.44909150,90
1,100,52.56260030,13.49619530,-90
1,25,52.44862500,13.29813100,78
1,27,52.44786640,13.29887560,132
1,77,52.44597970,13.30101500,-132
1,75,52.43870040,13.30493360,-78
1,11,52.45058330,13.30898500,55
1,28,52.44499550,13.27331310,36
1,61,52.45451500,13.27589960,-55
1,78,52.44744590,13.31855490,-36
1,0,52.42342570,13.24026710,0
2,0,52.42342570,13.24026710,0
2,12,52.44089790,13.27557840,137
2,36,52.44793190,13.29769530,150
2,62,52.44707400,13.30061350,-137
2,86,52.43982090,13.29697020,-150
2,39,52.56369180,13.34544430,171
2,3,52.54869330,13.34286220,79
2,8,52.55156340,13.36907290,17
2,53,52.56317020,13.36316120,-79
2,89,52.54897690,13.35316120,-171
2,30,52.46431490,13.30564460,33
2,58,52.53055750,13.36229720,-17
2,24,52.56409980,13.50112190,119
2,74,52.57488280,13.48258900,-119
2,80,52.44609140,13.30714220,-33
2,10,52.44612520,13.30369210,152
2,60,52.44624420,13.28302160,-152
2,0,52.42342570,13.24026710,0
3,0,52.42342570,13.24026710,0
3,44,52.44485170,13.29272560,16
3,94,52.45069690,13.28190630,-16
3,9,52.44524120,13.30807270,66
3,59,52.45000660,13.30288850,-66
3,43,52.56272530,13.46303870,144
3,18,52.54855790,13.36368060,128
3,68,52.55461000,13.34414200,-128
3,93,52.57156790,13.45768470,-144
3,0,52.42342570,13.24026710,0
4,0,52.42342570,13.24026710,0
4,4,52.46101290,13.28030080,93
4,41,52.55172790,13.34156660,83
4,91,52.55041080,13.36601330,-83
4,17,52.55005300,13.35208630,155
4,67,52.54689450,13.30917020,-155
4,34,52.44488190,13.30982880,28
4,54,52.44451020,13.31731510,-93
4,42,52.43505480,13.31135000,158
4,92,52.43531260,13.29099840,-158
4,84,52.43605190,13.28976720,-28
4,20,52.45688290,13.31084750,159
4,70,52.43842780,13.27290860,-159
4,0,52.42342570,13.24026710,0
5,0,52.42342570,13.24026710,0
5,47,52.43745690,13.29290970,92
5,97,52.44714980,13.30081920,-92
5,5,52.44415920,13.31274530,131
5,55,52.44545780,13.29768250,-131
5,21,52.54753400,13.36697200,139
5,71,52.54366410,13.34984780,-139
5,0,52.42342570,13.24026710,0
6,0,52.42342570,13.24026710,0
6,46,52.43183820,13.32448220,61
6,15,52.44137260,13.29541840,125
6,65,52.45948280,13.32535120,-125
6,96,52.44475690,13.27755900,-61
6,33,52.44649930,13.28967830,175
6,83,52.43375310,13.27346970,-175
6,0,52.42342570,13.24026710,0
7,0,52.42342570,13.24026710,0
7,40,52.55387950,13.33987280,148
7,90,52.54595090,13.34904030,-148
7,48,52.45367560,13.31692140,140
7,98,52.42613550,13.32085330,-140
7,0,52.42342570,13.24026710,0
