m,id,lat,lon,dem
0,0,52.51170280,13.41827230,0
0,2,52.41381730,13.53634000,59
0,14,52.52090500,13.45456260,16
0,97,52.43180990,13.48613820,16
0,102,52.43394130,13.36193920,-59
0,1,52.44322000,13.31354300,43
0,114,52.51156160,13.30241190,-16
0,101,52.55796930,13.33317250,-43
0,3,52.62420310,13.32014170,52
0,197,52.57724930,13.31649760,-16
0,99,52.54762350,13.15312120,31
0,50,52.52555270,13.32950620,17
0,199,52.45068860,13.24949790,-31
0,98,52.43177820,13.22498160,24
0,198,52.41789590,13.15535820,-24
0,103,52.43581190,13.24316640,-52
0,150,52.45166980,13.33414910,-17
0,62,52.47594560,13.38437900,43
0,162,52.50396650,13.34866020,-43
0,0,52.51170280,13.41827230,0
1,0,52.51170280,13.41827230,0
1,87,52.48366440,13.60696660,34
1,53,52.44474750,13.44738750,30
1,187,52.42990830,13.34824860,-34
1,54,52.42033830,13.28387560,10
1,6,52.43989520,13.30683870,21
1,76,52.49407780,13.31196850,18
1,176,52.54263370,13.20177710,-18
1,153,52.57138990,13.30930950,-30
1,21,52.59377420,13.33533810,38
1,121,52.60875840,13.33496720,-38
1,106,52.60933570,13.32424020,-21
1,18,52.59511580,13.43287830,16
1,22,52.54771230,13.43219030,42
1,17,52.55910170,13.41808670,28
1,117,52.54037300,13.37384040,-28
1,118,52.51726320,13.30154370,-16
1,122,52.50994940,13.29655830,-42
1,154,52.38767510,13.63355560,-10
1,72,52.53416030,13.42340400,24
1,172,52.59934040,13.38496560,-24
1,0,52.51170280,13.41827230,0
2,0,52.51170280,13.41827230,0
2,19,52.55153560,13.35879260,35
2,119,52.55538300,13.19619070,-35
2,83,52.41964290,13.30764080,32
2,67,52.48014500,13.37465470,12
2,36,52.41452050,13.14287660,16
2,167,52.58183280,13.30322280,-12
2,136,52.60318140,13.28964340,-16
2,183,52.60393140,13.35772760,-32
2,7,52.50503840,13.56995630,53
2,107,52.41403710,13.27687000,-53
2,0,52.51170280,13.41827230,0
3,0,52.51170280,13.41827230,0
3,27,52.45224260,13.50768390,59
3,12,52.43262560,13.30333420,11
3,40,52.60442930,13.20594930,24
3,127,52.56824390,13.37755570,-59
3,140,52.55212030,13.36279390,-24
3,112,52.54105280,13.49023120,-11
3,79,52.52866580,13.41852530,50
3,70,52.53139570,13.14636210,33
3,179,52.46938570,13.12817760,-50
3,75,52.51015570,13.22557220,42
3,175,52.46151890,13.52914990,-42
3,170,52.51244840,13.63167960,-33
3,30,52.54350340,13.60065740,23
3,37,52.54779490,13.42335160,19
3,130,52.55728510,13.42004360,-23
3,137,52.61934460,13.49620510,-19
3,0,52.51170280,13.41827230,0
4,0,52.51170280,13.41827230,0
4,52,52.44603170,13.55714440,43
4,47,52.41189490,13.65609680,42
4,147,52.42514320,13.56454990,-42
4,152,52.47920460,13.53272560,-43
4,31,52.53484670,13.61841820,17
4,39,52.51591400,13.47778680,40
4,139,52.56720860,13.40199240,-40
4,131,52.59872520,13.35795880,-17
4,20,52.54265110,13.29767230,44
4,23,52.48321180,13.40254260,34
4,123,52.44768610,13.30818820,-34
4,120,52.47272830,13.32921500,-44
4,48,52.46424330,13.13207220,24
4,77,52.51322180,13.27724910,47
4,148,52.43404630,13.31334250,-24
4,96,52.43507280,13.34331880,10
4,196,52.51226110,13.39445630,-10
4,177,52.53820940,13.39530030,-47
4,0,52.51170280,13.41827230,0
5,0,52.51170280,13.41827230,0
