m,id,lat,lon,dem
0,0,-30.04780450,-51.17334480,0
0,1,-30.11027340,-51.15411890,20
0,51,-30.10900830,-51.14435550,-20
0,23,-30.07838980,-51.16819390,46
0,21,-30.09146590,-51.17973560,15
0,71,-30.09181800,-51.17628300,-15
0,73,-30.09112570,-51.18027190,-46
0,13,-30.10060150,-51.23098100,40
0,36,-30.09330260,-51.22996820,38
0,63,-30.09219210,-51.24229190,-40
0,86,-30.10020680,-51.23980540,-38
0,27,-30.09052020,-51.24114990,27
0,77,-30.09002220,-51.22938660,-27
0,0,-30.04780450,-51.17334480,0
1,0,-30.04780450,-51.17334480,0
1,9,-30.11280100,-51.15431520,46
1,59,-30.11366630,-51.15428440,-46
1,26,-30.09129950,-51.18087460,29
1,76,-30.08613780,-51.19223990,-29
1,47,-30.09256120,-51.24034640,30
1,97,-30.10675440,-51.24475230,-30
1,50,-30.08786820,-51.24050730,28
1,100,-30.09526010,-51.22804970,-28
1,10,-30.06796780,-51.18207090,32
1,60,-30.07987310,-51.17449650,-32
1,7,-30.01172360,-51.17312380,41
1,18,-29.98656790,-51.11710630,26
1,68,-29.98377510,-51.12008070,-26
1,57,-30.00690170,-51.15101390,-41
1,0,-30.04780450,-51.17334480,0
2,0,-30.04780450,-51.17334480,0
2,16,-30.04494810,-51.12232640,26
2,66,-30.04075660,-51.12578030,-26
2,2,-30.09764030,-51.23643020,28
2,52,-30.10856540,-51.24494600,-28
2,44,-30.11222050,-51.15572010,36
2,94,-30.11393150,-51.15376300,-36
2,14,-30.09834410,-51.17202480,21
2,31,-30.09095570,-51.18063780,11
2,81,-30.09042170,-51.18128870,-11
2,64,-30.07259530,-51.15552800,-21
2,0,-30.04780450,-51.17334480,0
3,0,-30.04780450,-51.17334480,0
3,49,-30.04387660,-51.13553990,34
3,12,-30.04383990,-51.12727210,12
3,62,-30.03859060,-51.10875890,-12
3,99,-30.11588790,-51.18116010,-34
3,22,-30.09881850,-51.22436710,43
3,43,-30.11500230,-51.24370490,54
3,93,-30.10125630,-51.24637580,-54
3,72,-30.06159160,-51.23044730,-43
3,0,-30.04780450,-51.17334480,0
4,0,-30.04780450,-51.17334480,0
4,17,-30.02771200,-51.10489660,29
4,67,-30.01880060,-51.12121570,-29
4,45,-30.10390040,-51.24783650,11
4,95,-30.09285610,-51.23772040,-11
4,0,-30.04780450,-51.17334480,0
5,0,-30.04780450,-51.17334480,0
5,48,-30.08578780,-51.18950050,16
5,98,-30.08186660,-51.19935920,-16
5,40,-30.00968790,-51.14897330,56
5,30,-30.00872160,-51.14972560,43
5,80,-30.00744270,-51.16471850,-43
5,90,-30.00470150,-51.16113600,-56
5,20,-29.99165440,-51.12243300,46
5,70,-29.99266040,-51.11994310,-46
5,3,-30.01432930,-51.12608900,11
5,53,-30.03726170,-51.13553800,-11
5,4,-30.03906490,-51.13065340,51
5,54,-30.04047190,-51.12430080,-51
5,28,-30.04249670,-51.12146870,51
5,11,-30.03282500,-51.11479790,28
5,78,-30.03504030,-51.11920760,-51
5,61,-30.03613920,-51.15543670,-28
5,0,-30.04780450,-51.17334480,0
6,0,-30.04780450,-51.17334480,0
6,5,-30.08722370,-51.19360760,44
6,55,-30.08114290,-51.19395590,-44
6,25,-30.04088300,-51.12576640,31
6,37,-30.03674730,-51.12361830,15
6,87,-30.04113800,-51.14250550,-15
6,75,-30.03369190,-51.11982620,-31
6,15,-29.98537750,-51.12486700,13
6,6,-29.99082170,-51.12031680,58
6,65,-29.99548850,-51.10640310,-13
6,56,-29.99125290,-51.10794380,-58
6,24,-29.98562560,-51.11998340,59
6,74,-29.97955850,-51.13039980,-59
6,29,-30.01090130,-51.14818380,47
6,79,-30.00809540,-51.17120020,-47
6,0,-30.04780450,-51.17334480,0
7,0,-30.04780450,-51.17334480,0
7,38,-29.98832330,-51.13794550,23
7,88,-30.00090820,-51.10003080,-23
7,32,-30.02342580,-51.11997270,17
7,82,-30.03581570,-51.12000770,-17
7,42,-30.07485790,-51.17586880,15
7,92,-30.07371320,-51.17846030,-15
7,0,-30.04780450,-51.17334480,0
8,0,-30.04780450,-51.17334480,0
8,19,-30.01384990,-51.16629680,14
8,69,-30.01343610,-51.17319190,-14
8,34,-30.00613770,-51.15222490,38
8,84,-29.99526460,-51.13198850,-38
8,33,-30.02432490,-51.12757540,45
8,83,-30.04249700,-51.12766460,-45
8,0,-30.04780450,-51.17334480,0
9,0,-30.04780450,-51.17334480,0
9,39,-30.02385430,-51.15553890,52
9,35,-29.97966080,-51.12589170,20
9,85,-30.00148340,-51.12621620,-20
9,89,-29.99320210,-51.14686010,-52
9,0,-30.04780450,-51.17334480,0
10,0,-30.04780450,-51.17334480,0
10,41,-29.98881470,-51.12143380,14
10,91,-29.98426150,-51.13630710,-14
10,46,-29.99618880,-51.14692230,13
10,96,-30.00336390,-51.15932720,-13
10,0,-30.04780450,-51.17334480,0
11,0,-30.04780450,-51.17334480,0
11,8,-30.08658680,-51.19213530,59
11,58,-30.08192750,-51.17554280,-59
11,0,-30.04780450,-51.17334480,0
