m,id,lat,lon,dem
0,0,40.75462300,-73.89485200,0
0,6,40.74567400,-73.90291600,1
0,27,40.75012200,-73.99152400,1
0,1,40.73553800,-73.99398800,3
0,2,40.74011200,-73.98668700,1
0,52,40.71733900,-74.00360900,-1
0,56,40.77380000,-73.96012900,-1
0,12,40.76555300,-73.98063700,2
0,51,40.77922400,-73.96213500,-3
0,77,40.78360700,-73.95365100,-1
0,10,40.79195400,-73.94139900,1
0,62,40.80481300,-73.96645400,-2
0,21,40.77418100,-73.87297800,2
0,60,40.75807600,-73.98530600,-1
0,30,40.78327600,-73.97837800,1
0,28,40.76159700,-73.99037200,1
0,71,40.78079600,-73.98122400,-2
0,22,40.77589400,-73.98702200,1
0,16,40.73645800,-73.98915900,1
0,78,40.72878300,-73.99240100,-1
0,72,40.76406500,-73.96900900,-1
0,80,40.76726200,-73.96677400,-1
0,66,40.86893100,-73.91735100,-1
0,0,40.75462300,-73.89485200,0
1,0,40.75462300,-73.89485200,0
1,25,40.75087000,-73.99064600,1
1,48,40.72674200,-73.99872600,1
1,3,40.70300300,-73.98619100,1
1,31,40.64307800,-73.79023000,3
1,53,40.72559400,-73.99635300,-1
1,41,40.75427600,-73.96583600,1
1,75,40.76076500,-73.96110500,-1
1,81,40.78879500,-73.97001600,-3
1,17,40.77880500,-73.98221600,1
1,4,40.76927600,-73.98478700,1
1,98,40.76955800,-73.99536100,-1
1,67,40.72286200,-73.99826800,-1
1,54,40.73836100,-74.00213600,-1
1,14,40.74552500,-73.99087500,1
1,64,40.76365300,-73.99119600,-1
1,23,40.75909800,-73.97596700,1
1,43,40.75767900,-73.97792800,3
1,91,40.74642900,-73.98963900,-1
1,73,40.74063500,-74.00473000,-1
1,93,40.71004500,-74.01219900,-3
1,32,40.76136400,-73.97896600,1
1,82,40.76321000,-73.96110500,-1
1,0,40.75462300,-73.89485200,0
2,0,40.75462300,-73.89485200,0
2,42,40.72150000,-73.98862500,1
2,26,40.75186900,-73.97483800,1
2,76,40.72553600,-74.00727800,-1
2,13,40.75031300,-73.99471300,1
2,33,40.75228100,-73.98980700,1
2,35,40.75988800,-73.97024500,1
2,29,40.75091900,-73.99530000,1
2,85,40.74768400,-74.00392200,-1
2,83,40.72076800,-73.99378200,-1
2,79,40.76395800,-73.95902300,-1
2,92,40.76585000,-73.96347800,-1
2,20,40.78863100,-73.95321700,1
2,70,40.77402100,-73.87081100,-1
2,45,40.77394900,-73.87298600,1
2,7,40.77365100,-73.87083400,1
2,95,40.74754000,-73.98053700,-1
2,57,40.76272200,-73.98187300,-1
2,63,40.76049400,-73.96742200,-1
2,11,40.75140400,-73.94090300,1
2,61,40.64706000,-73.78952000,-1
2,0,40.75462300,-73.89485200,0
3,0,40.75462300,-73.89485200,0
3,34,40.76643800,-73.93185400,1
3,84,40.76643800,-73.93185400,-1
3,18,40.77166400,-73.95938900,1
3,44,40.64165900,-73.78821600,1
3,68,40.70822500,-74.00773600,-1
3,46,40.74533500,-73.97619600,1
3,50,40.74722300,-73.98493200,1
3,36,40.75200300,-73.99048600,1
3,100,40.75715300,-73.99321700,-1
3,9,40.77151500,-73.96512600,1
3,86,40.73918200,-73.97785900,-1
3,37,40.74422800,-73.98401600,1
3,59,40.74747500,-73.99205800,-1
3,8,40.74082600,-73.99738300,1
3,87,40.75253700,-73.98930400,-1
3,58,40.75761400,-74.00085400,-1
3,96,40.78694200,-73.97290800,-1
3,94,40.75477200,-73.97359500,-1
3,0,40.75462300,-73.89485200,0
4,0,40.75462300,-73.89485200,0
4,49,40.64510300,-73.77671100,1
4,99,40.68236200,-73.86802700,-1
4,38,40.71938300,-73.99019600,1
4,88,40.70827900,-74.01522800,-1
4,39,40.75048800,-73.99079100,4
4,89,40.71633500,-74.00566900,-4
4,47,40.75232700,-73.99324000,1
4,40,40.75061400,-73.97390700,1
4,90,40.72303000,-73.99485800,-1
4,97,40.76479300,-73.97051200,-1
4,0,40.75462300,-73.89485200,0
5,0,40.75462300,-73.89485200,0
5,24,40.76216100,-73.99371300,6
5,74,40.71381400,-74.01400000,-6
5,5,40.76084100,-73.96097600,1
5,55,40.64464600,-73.77723700,-1
5,0,40.75462300,-73.89485200,0
6,0,40.75462300,-73.89485200,0
6,19,40.76050200,-73.98571000,2
6,15,40.75985700,-73.96846800,1
6,65,40.76646400,-73.92026500,-1
6,69,40.64608000,-73.77678700,-2
6,0,40.75462300,-73.89485200,0
