m,id,lat,lon,dem
0,0,41.37224960,2.16360080,0
0,1,41.32031410,2.07899580,20
0,3,41.38332510,2.07647920,37
0,203,41.43220330,2.18723150,-37
0,15,41.45770760,2.20324350,16
0,201,41.44241930,2.21073240,-20
0,215,41.42907840,2.20934270,-16
0,112,41.44650680,2.23791600,52
0,46,41.43689810,2.23483790,42
0,246,41.43031380,2.18550120,-42
0,312,41.41903160,2.18298400,-52
0,145,41.40749510,2.18780040,25
0,345,41.39863250,2.14996110,-25
0,0,41.37224960,2.16360080,0
1,0,41.37224960,2.16360080,0
1,155,41.32307320,2.08332730,19
1,33,41.32710830,2.08683810,15
1,355,41.41108710,2.13370890,-19
1,51,41.45489860,2.21000920,52
1,251,41.45250370,2.21520760,-52
1,233,41.44991420,2.21353520,-15
1,40,41.44369290,2.22467270,46
1,88,41.44039560,2.21844850,34
1,240,41.43498160,2.19302560,-46
1,288,41.42476270,2.19079990,-34
1,0,41.37224960,2.16360080,0
2,0,41.37224960,2.16360080,0
2,55,41.33755120,2.10832870,34
2,48,41.44273960,2.22532950,51
2,248,41.45047200,2.20864650,-51
2,69,41.45587470,2.20724830,35
2,269,41.42952960,2.18055250,-35
2,61,41.43858920,2.23303450,33
2,261,41.41473870,2.21214770,-33
2,255,41.40804480,2.20964870,-34
2,125,41.40053200,2.20472320,43
2,325,41.35772560,2.09851190,-43
2,32,41.35326240,2.09521800,12
2,232,41.36814590,2.10143420,-12
2,0,41.37224960,2.16360080,0
3,0,41.37224960,2.16360080,0
3,85,41.32496420,2.10202550,27
3,285,41.44261710,2.21170850,-27
3,86,41.44658340,2.21434080,14
3,59,41.44939320,2.21983530,42
3,259,41.44777820,2.20936820,-42
3,50,41.45203960,2.21289350,58
3,286,41.42250510,2.17907760,-14
3,250,41.40463040,2.20474960,-58
3,170,41.39952380,2.19614950,53
3,370,41.38575650,2.09881480,-53
3,189,41.37749770,2.11765350,54
3,389,41.37595200,2.11577190,-54
3,0,41.37224960,2.16360080,0
4,0,41.37224960,2.16360080,0
4,135,41.37420580,2.14173450,50
4,100,41.38046740,2.08091590,32
4,335,41.37649130,2.08517400,-50
4,110,41.32425110,2.09188810,12
4,62,41.46914700,2.23418530,50
4,310,41.43810830,2.20708000,-12
4,300,41.41137740,2.20721990,-32
4,262,41.41053320,2.20831400,-50
4,171,41.40680730,2.16252600,19
4,149,41.40624840,2.16505430,56
4,371,41.41388400,2.18321370,-19
4,349,41.42017930,2.20276890,-56
4,0,41.37224960,2.16360080,0
5,0,41.37224960,2.16360080,0
5,173,41.40392510,2.16550890,57
5,130,41.41607580,2.17646660,36
5,373,41.41190710,2.17814890,-57
5,330,41.41125660,2.19081850,-36
5,113,41.45531900,2.20869320,46
5,108,41.45027020,2.21146440,46
5,308,41.43735670,2.20742040,-46
5,313,41.41739570,2.21006370,-46
5,133,41.32234800,2.09235120,20
5,57,41.32975110,2.09914780,51
5,333,41.44014130,2.14780970,-20
5,257,41.41469170,2.16289100,-51
5,0,41.37224960,2.16360080,0
6,0,41.37224960,2.16360080,0
6,143,41.40961890,2.13938770,25
6,126,41.42033470,2.15498800,32
6,119,41.44786750,2.20634360,23
6,326,41.44952900,2.21625350,-32
6,141,41.43825020,2.20778290,14
6,319,41.44062780,2.18920660,-23
6,116,41.45203890,2.22739560,56
6,343,41.40996800,2.20223770,-25
6,316,41.41686840,2.17913200,-56
6,341,41.41131980,2.18720840,-14
6,0,41.37224960,2.16360080,0
7,0,41.37224960,2.16360080,0
7,128,41.43050530,2.22998450,57
7,328,41.43921210,2.18838980,-57
7,150,41.37029640,2.09784020,57
7,350,41.43623260,2.18688220,-57
7,0,41.37224960,2.16360080,0
8,0,41.37224960,2.16360080,0
8,195,41.38127160,2.16482390,48
8,163,41.37410820,2.12460550,24
8,72,41.35791500,2.09038960,13
8,363,41.41417620,2.13725910,-24
8,272,41.42078530,2.15431140,-13
8,162,41.35195670,2.07354310,25
8,153,41.35842740,2.10493550,26
8,362,41.41819790,2.17697140,-25
8,353,41.43110220,2.18761250,-26
8,200,41.44414130,2.18033010,35
8,400,41.43946810,2.21716320,-35
8,395,41.37461450,2.16430530,-48
8,0,41.37224960,2.16360080,0
9,0,41.37224960,2.16360080,0
9,14,41.42507760,2.22722020,57
9,2,41.46053270,2.23869970,41
9,214,41.42513560,2.09849450,-57
9,90,41.37195940,2.11216040,20
9,144,41.36252700,2.10154060,37
9,202,41.39241400,2.13950440,-41
9,290,41.40876870,2.14125460,-20
9,186,41.40422440,2.14941870,45
9,344,41.40165340,2.14764100,-37
9,386,41.42372670,2.16600940,-45
9,0,41.37224960,2.16360080,0
10,0,41.37224960,2.16360080,0
10,27,41.44046730,2.23783370,52
10,227,41.44493820,2.22419550,-52
10,68,41.44198500,2.21150160,42
10,181,41.43815640,2.21930300,23
10,268,41.40338640,2.14439810,-42
10,99,41.44876140,2.21609310,21
10,185,41.44801550,2.21715360,23
