m,id,lat,lon,dem
0,0,-30.04997380,-51.14345760,0
0,49,-30.04487790,-51.15291070,10
0,7,-30.04265380,-51.15596990,72
0,107,-30.09957500,-51.19041370,-72
0,1,-30.10262950,-51.19828780,133
0,149,-30.11754260,-51.24936070,-10
0,101,-30.09526010,-51.22804970,-133
0,5,-30.06881050,-51.14265470,174
0,105,-30.00850030,-51.11472230,-174
0,0,-30.04997380,-51.14345760,0
1,0,-30.04997380,-51.14345760,0
1,2,-30.04237040,-51.14522990,120
1,102,-30.03075140,-51.13771240,-120
1,8,-30.00419620,-51.14941670,31
1,108,-30.13004370,-51.23482780,-31
1,0,-30.04997380,-51.14345760,0
2,0,-30.04997380,-51.14345760,0
2,44,-30.03152510,-51.11688860,112
2,14,-30.10089600,-51.20288160,36
2,114,-30.09090520,-51.21171730,-36
2,144,-30.10869820,-51.22999880,-112
2,53,-30.11381820,-51.21223850,132
2,153,-30.03280830,-51.15809460,-132
2,0,-30.04997380,-51.14345760,0
3,0,-30.04997380,-51.14345760,0
3,15,-30.03398610,-51.14959780,144
3,55,-30.02959380,-51.16184240,89
3,115,-29.97900910,-51.19564220,-144
3,155,-30.11271410,-51.25467970,-89
3,26,-30.05970010,-51.16956330,87
3,126,-30.01473220,-51.13874280,-87
3,0,-30.04997380,-51.14345760,0
4,0,-30.04997380,-51.14345760,0
4,22,-30.03101420,-51.15342540,141
4,122,-30.03450230,-51.14303860,-141
4,17,-30.01236620,-51.13103540,26
4,61,-30.04373930,-51.15245110,16
4,117,-30.04620850,-51.15055980,-26
4,161,-30.09752550,-51.22710580,-16
4,60,-30.03936640,-51.20067110,17
4,160,-30.01079330,-51.17599140,-17
4,0,-30.04997380,-51.14345760,0
5,0,-30.04997380,-51.14345760,0
5,6,-30.05197700,-51.20274230,129
5,84,-30.06815020,-51.17822720,126
5,184,-30.11360020,-51.23407960,-126
5,106,-30.02301250,-51.08669920,-129
5,0,-30.04997380,-51.14345760,0
6,0,-30.04997380,-51.14345760,0
6,13,-30.07720820,-51.16912280,121
6,19,-30.05129800,-51.16226150,96
6,113,-30.03271590,-51.15562000,-121
6,56,-30.01907500,-51.14168860,152
6,119,-29.99212030,-51.10516880,-96
6,38,-30.03363060,-51.11201410,19
6,138,-29.97692470,-51.19674570,-19
6,156,-30.04215190,-51.14761990,-152
6,0,-30.04997380,-51.14345760,0
7,0,-30.04997380,-51.14345760,0
7,20,-30.04183360,-51.15342490,109
7,32,-30.03535310,-51.14309440,102
7,120,-30.03893700,-51.14129670,-109
7,132,-29.99603840,-51.09171100,-102
7,64,-30.05931780,-51.14559590,35
7,164,-30.01848470,-51.15452000,-35
7,65,-30.02225550,-51.14950600,154
7,165,-29.99360500,-51.13688290,-154
7,0,-30.04997380,-51.14345760,0
8,0,-30.04997380,-51.14345760,0
8,96,-30.04951010,-51.15496190,53
8,196,-30.08918970,-51.24082760,-53
8,31,-30.04599030,-51.14887790,180
8,131,-30.01782360,-51.14667190,-180
8,23,-30.01136730,-51.15952590,34
8,123,-29.98267040,-51.13683570,-34
8,69,-30.02735170,-51.10122110,65
8,169,-30.02258330,-51.09585560,-65
8,0,-30.04997380,-51.14345760,0
9,0,-30.04997380,-51.14345760,0
9,88,-30.11793250,-51.10542940,42
9,25,-30.05208290,-51.15264070,167
9,125,-29.98469840,-51.19345080,-167
9,188,-29.97698340,-51.17344750,-42
9,67,-29.98948920,-51.13164030,119
9,167,-29.99090950,-51.13045720,-119
9,46,-30.02394720,-51.18889100,67
9,146,-29.99237310,-51.13564180,-67
9,0,-30.04997380,-51.14345760,0
10,0,-30.04997380,-51.14345760,0
10,42,-30.07207380,-51.17665760,32
10,33,-30.04473320,-51.17983930,12
10,142,-30.02189100,-51.18144970,-32
10,133,-30.02754460,-51.14841150,-12
10,34,-30.03625640,-51.15559220,41
10,134,-30.05265980,-51.14666750,-41
10,40,-30.04647460,-51.14587660,159
10,140,-29.99173360,-51.12225710,-159
10,0,-30.04997380,-51.14345760,0
11,0,-30.04997380,-51.14345760,0
11,68,-30.02545420,-51.08778470,88
11,168,-30.03348260,-51.12020810,-88
11,43,-30.01669740,-51.16350340,99
11,143,-30.00406790,-51.17316390,-99
11,62,-30.10014700,-51.18948840,28
11,41,-30.04952550,-51.15360870,74
11,162,-30.04088800,-51.15820400,-28
11,141,-30.04177950,-51.19086040,-74
11,0,-30.04997380,-51.14345760,0
12,0,-30.04997380,-51.14345760,0
12,45,-30.11729120,-51.19367680,179
12,82,-30.08348340,-51.22668810,83
12,182,-30.04828950,-51.17711220,-83
12,3,-30.03577130,-51.16105390,77
12,103,-30.04892150,-51.15676140,-77
12,145,-30.03613920,-51.15543670,-179
12,73,-29.99005820,-51.12172390,162
12,173,-29.98181440,-51.13726480,-162
12,0,-30.04997380,-51.14345760,0
13,0,-30.04997380,-51.14345760,0
13,57,-30.07560270,-51.20087350,83
13,157,-30.01562860,-51.11271640,-83
13,80,-30.00883470,-51.10213180,56
13,74,-30.02799160,-51.09969040,165
13,180,-30.00477140,-51.15684100,-56
13,174,-30.02779620,-51.15297090,-165
13,16,-30.02488630,-51.14452680,89
