m,id,lat,lon,dem
0,0,41.38576460,2.14882900,0
0,5,41.37796700,2.15090310,21
0,105,41.36561930,2.12671910,-21
0,63,41.37791870,2.13572840,56
0,2,41.37829270,2.13605230,38
0,163,41.43180270,2.17869650,-56
0,41,41.43791820,2.17763860,25
0,141,41.44494730,2.19359610,-25
0,12,41.43093940,2.19184070,45
0,102,41.43809030,2.20781810,-38
0,112,41.44043750,2.21176130,-45
0,84,41.44807740,2.22776230,40
0,6,41.44835570,2.21903950,20
0,1,41.44437070,2.21931910,31
0,184,41.44202160,2.21284390,-40
0,101,41.44760320,2.21582310,-31
0,31,41.45298760,2.20732010,24
0,131,41.43161620,2.20758880,-24
0,106,41.37621710,2.12958030,-20
0,0,41.38576460,2.14882900,0
1,0,41.38576460,2.14882900,0
1,4,41.37726210,2.13252720,36
1,7,41.38681040,2.12965710,32
1,107,41.43114020,2.21865480,-32
1,18,41.43659110,2.21977400,10
1,32,41.44620100,2.21980500,29
1,104,41.45227190,2.23526480,-36
1,118,41.43931340,2.17975690,-10
1,3,41.43867260,2.17988570,56
1,103,41.42851890,2.20842370,-56
1,132,41.37863200,2.13502080,-29
1,0,41.38576460,2.14882900,0
2,0,41.38576460,2.14882900,0
2,17,41.42627390,2.16499690,13
2,8,41.43693010,2.18750660,49
2,108,41.44745050,2.21554710,-49
2,11,41.45022860,2.22274560,18
2,34,41.44706770,2.18415980,28
2,117,41.45241330,2.23298830,-13
2,134,41.44025290,2.23967790,-28
2,73,41.38653300,2.18399020,33
2,173,41.39707860,2.12120270,-33
2,67,41.37786510,2.12572370,47
2,111,41.44425950,2.17942840,-18
2,16,41.44633030,2.22300710,53
2,116,41.43443380,2.21947010,-53
2,167,41.44304820,2.21379250,-47
2,0,41.38576460,2.14882900,0
3,0,41.38576460,2.14882900,0
3,74,41.42214560,2.15744390,40
3,174,41.43503780,2.21231370,-40
3,47,41.43621280,2.22031860,20
3,147,41.43982670,2.20286950,-20
3,100,41.32733310,2.09706560,45
3,13,41.45190780,2.21770000,27
3,200,41.44649920,2.21132190,-45
3,113,41.43097660,2.23000110,-27
