m,id,lat,lon,dem
0,0,40.74992800,-73.99143200,0
0,73,40.75579500,-73.96191400,1
0,199,40.75796100,-73.97185500,1
0,1199,40.76839400,-73.99627700,-1
0,143,40.78925300,-73.95322400,1
0,132,40.78496200,-73.95393400,1
0,270,40.76750900,-73.95336900,1
0,1073,40.76236300,-73.95477300,-1
0,1270,40.76482800,-73.97812700,-1
0,1132,40.76203500,-73.97494500,-1
0,776,40.69334800,-73.96720100,1
0,1776,40.68398300,-73.97700500,-1
0,826,40.65131800,-73.92646800,1
0,1826,40.65131800,-73.92646800,-1
0,212,40.64325700,-73.79118300,1
0,104,40.64698800,-73.79003900,4
0,1212,40.74722700,-73.97615100,-1
0,141,40.74796700,-73.97845500,1
0,1141,40.71564900,-73.98976100,-1
0,89,40.72472400,-73.99554400,1
0,1143,40.74759300,-73.98787700,-1
0,1104,40.74923700,-73.99208100,-4
0,1,40.75684000,-73.98491700,2
0,7,40.75047300,-73.97499800,1
0,26,40.74240100,-73.98485600,1
0,9,40.72803100,-73.99307300,1
0,1026,40.75154900,-74.00752300,-1
0,1001,40.74836300,-74.00804100,-2
0,536,40.74092100,-73.99414800,1
0,483,40.74605900,-73.99185900,1
0,236,40.74556000,-73.99473600,1
0,1236,40.74728800,-73.99353000,-1
0,1009,40.74998500,-73.99504100,-1
0,1007,40.75671000,-73.99025700,-1
0,1536,40.75946800,-73.99554400,-1
0,1483,40.76189000,-74.00009200,-1
0,1089,40.74971400,-73.98780800,-1
0,0,40.74992800,-73.99143200,0
1,0,40.74992800,-73.99143200,0
1,380,40.74728000,-73.98532900,1
1,22,40.74764300,-73.98046100,1
1,842,40.72556700,-73.98236800,1
1,447,40.73569900,-73.97946900,1
1,5,40.73544700,-73.99414100,1
1,1447,40.75653800,-74.00368500,-1
1,1380,40.76261500,-74.00128200,-1
1,1842,40.76448800,-73.99836000,-1
1,41,40.79892700,-73.95951100,1
1,59,40.78067000,-73.97287800,1
1,1022,40.76401500,-73.95472000,-1
1,118,40.76319100,-73.96283000,1
1,36,40.76258100,-73.96800200,1
1,142,40.75799900,-73.97518900,1
1,1041,40.75444400,-73.98846400,-1
1,1005,40.75627100,-73.99036400,-1
1,1059,40.75031700,-73.99134100,-1
1,76,40.75005700,-73.99158500,1
1,1076,40.76875300,-73.96553000,-1
1,18,40.78091000,-73.97248800,1
1,68,40.75602300,-73.99076100,2
1,1118,40.74207300,-73.99833700,-1
1,1142,40.74608600,-74.00616500,-1
1,1036,40.74155800,-73.99761200,-1
1,109,40.74217200,-73.99338500,1
1,1068,40.74633000,-73.98731200,-2
1,1018,40.74840200,-73.98976900,-1
1,241,40.75093100,-73.99424700,1
1,94,40.75102600,-73.99406400,1
1,1109,40.77384600,-73.96387500,-1
1,1241,40.78060200,-73.97270200,-1
1,1094,40.77943400,-73.98143000,-1
1,362,40.77896100,-73.98505400,2
1,401,40.77095800,-73.98341400,1
1,738,40.76670500,-73.98339100,3
1,1362,40.78514100,-73.97725700,-2
1,1738,40.76233700,-73.96961200,-3
1,559,40.75622200,-73.96376000,2
1,1559,40.76968000,-73.96723200,-2
1,1401,40.77587900,-73.94697600,-1
1,719,40.79180500,-73.94654800,1
1,703,40.64207800,-73.78832200,1
1,919,40.76916900,-73.86251100,1
1,571,40.77376900,-73.87093400,1
1,969,40.76660900,-73.88923600,1
1,1719,40.76152000,-73.96878800,-1
1,1919,40.76248600,-73.97645600,-1
1,1969,40.77806100,-73.95704700,-1
1,1571,40.77297600,-73.95809900,-1
1,1703,40.77304100,-73.95411700,-1
1,931,40.75223500,-73.99298900,1
1,1931,40.74988900,-73.98720600,-1
1,0,40.74992800,-73.99143200,0
2,0,40.74992800,-73.99143200,0
2,29,40.73997100,-73.99874100,1
2,100,40.72187800,-73.98548100,2
2,361,40.68360900,-73.99768800,2
2,1100,40.73759800,-74.00442500,-2
2,369,40.72645600,-73.99564400,2
2,1029,40.74827600,-73.97627300,-1
2,298,40.75162500,-73.97545600,1
2,65,40.74183700,-73.90554800,1
2,1361,40.75008000,-73.99449200,-2
2,50,40.75393700,-73.99018100,1
2,1369,40.74933200,-73.99623100,-2
2,1298,40.74701300,-73.99084500,-1
2,1065,40.74132200,-73.99794000,-1
2,279,40.73920800,-73.98299400,1
2,305,40.77664900,-73.94381000,1
2,203,40.77940400,-73.95605500,1
2,1050,40.77828600,-73.95704700,-1
2,273,40.77932400,-73.96220400,2
2,242,40.77259400,-73.96292100,1
2,1273,40.76178400,-73.96513400,-2
2,1305,40.76306500,-73.96854400,-1
2,136,40.75822400,-73.96622500,1
2,159,40.74270600,-73.98041500,1
2,210,40.74150500,-73.97518200,1
2,1159,40.75337200,-73.99079900,-1
