m,id,lat,lon,dem
0,0,-30.10600930,-51.15423440,0
0,8,-30.10146320,-51.14020060,15
0,31,-30.01770150,-51.14526820,168
0,4,-29.98232250,-51.13061320,108
0,754,-29.98478160,-51.13604490,-108
0,1,-29.98508740,-51.13627360,67
0,758,-29.99454260,-51.14717380,-15
0,781,-29.97811060,-51.19879200,-168
0,751,-30.00491030,-51.19541210,-67
0,0,-30.10600930,-51.15423440,0
1,0,-30.10600930,-51.15423440,0
1,6,-30.12396230,-51.21649190,164
1,15,-30.07545340,-51.17084620,73
1,765,-29.97810470,-51.17653120,-73
1,756,-29.98200770,-51.19549200,-164
1,27,-30.04194850,-51.21612170,55
1,777,-30.00750860,-51.19837130,-55
1,60,-30.04695270,-51.15033880,103
1,810,-30.01020610,-51.16905670,-103
1,0,-30.10600930,-51.15423440,0
2,0,-30.10600930,-51.15423440,0
2,34,-30.07389960,-51.21680720,83
2,48,-30.04799930,-51.16915670,54
2,29,-30.01773250,-51.10143340,159
2,798,-29.97807270,-51.19799820,-54
2,784,-30.01089420,-51.19222330,-83
2,779,-30.01853830,-51.16830160,-159
2,138,-30.03195730,-51.15113180,36
2,888,-30.01237080,-51.19764890,-36
2,0,-30.10600930,-51.15423440,0
3,0,-30.10600930,-51.15423440,0
3,45,-29.99511880,-51.11044840,103
3,54,-30.00570380,-51.10047980,172
3,795,-30.00871500,-51.17231160,-103
3,804,-29.98148040,-51.19114520,-172
3,68,-30.09241490,-51.23292270,62
3,56,-30.08337400,-51.19798280,58
3,818,-30.00808200,-51.19602690,-62
3,806,-29.98178420,-51.13671410,-58
3,0,-30.10600930,-51.15423440,0
4,0,-30.10600930,-51.15423440,0
4,131,-30.15249170,-51.13604960,31
4,91,-30.20699780,-51.17702020,152
4,881,-30.00992230,-51.17658990,-31
4,95,-30.00715660,-51.17482520,132
4,845,-30.00734410,-51.20014530,-132
4,841,-30.01428470,-51.18758110,-152
4,164,-30.03312980,-51.11196950,126
4,914,-30.00803600,-51.18279070,-126
4,0,-30.10600930,-51.15423440,0
5,0,-30.10600930,-51.15423440,0
5,176,-30.15379630,-51.14209670,23
5,154,-30.17601800,-51.19077160,180
5,134,-30.07957420,-51.23109300,44
5,118,-30.06992610,-51.22166570,30
5,884,-29.97668630,-51.17716950,-44
5,868,-29.98404310,-51.19825720,-30
5,926,-30.00441990,-51.17411480,-23
5,904,-29.99830660,-51.15112010,-180
5,0,-30.10600930,-51.15423440,0
