m,id,lat,lon,dem
0,0,40.70016900,-73.92475100,0
0,39,40.75582100,-73.97335800,2
0,1,40.75067100,-73.97807300,1
0,51,40.77445600,-73.87204700,-1
0,89,40.71945200,-73.99731400,-2
0,36,40.69226100,-73.98889900,1
0,33,40.77414300,-73.87297800,1
0,83,40.79282800,-73.96949000,-1
0,44,40.77925100,-73.96196000,1
0,50,40.76596100,-73.95386500,1
0,86,40.76572000,-73.95465100,-1
0,94,40.75713000,-73.97842400,-1
0,100,40.75655700,-73.97850000,-1
0,0,40.70016900,-73.92475100,0
1,0,40.70016900,-73.92475100,0
1,45,40.71629300,-73.99176800,1
1,29,40.73268100,-73.98748800,1
1,12,40.72968700,-73.98242200,1
1,62,40.77446000,-73.87260400,-1
1,11,40.77346400,-73.87110900,1
1,16,40.76907700,-73.86286200,2
1,79,40.77874000,-73.94516000,-1
1,61,40.75504300,-73.96665200,-1
1,95,40.76027300,-73.97936200,-1
1,22,40.75244100,-73.97492200,1
1,2,40.74807700,-73.98666400,3
1,52,40.70941500,-74.01358000,-3
1,66,40.72164500,-74.01145200,-2
1,72,40.68638600,-73.98551900,-1
1,0,40.70016900,-73.92475100,0
2,0,40.70016900,-73.92475100,0
2,32,40.71382500,-73.99826000,1
2,43,40.74105100,-73.98558000,1
2,14,40.75027800,-73.99136400,1
2,64,40.77268200,-73.96479000,-1
2,82,40.77134300,-73.95352900,-1
2,19,40.74480400,-73.99514000,1
2,13,40.74306100,-73.98714400,2
2,69,40.76070800,-73.99894700,-1
2,93,40.76794800,-73.99299600,-1
2,25,40.80889100,-73.94487800,1
2,63,40.77895400,-73.94481700,-2
2,75,40.76859700,-73.86206800,-1
2,0,40.70016900,-73.92475100,0
3,0,40.70016900,-73.92475100,0
3,6,40.74630400,-73.98124700,1
3,3,40.74955700,-73.97757700,1
3,53,40.70751200,-74.01189400,-1
3,56,40.70673800,-74.01660900,-1
3,35,40.75694300,-73.99006700,1
3,10,40.79054600,-73.97696700,1
3,41,40.79607800,-73.97092400,1
3,8,40.78209700,-73.97198500,1
3,85,40.76578100,-73.95755000,-1
3,9,40.75596200,-73.96765900,1
3,58,40.74496500,-73.98722800,-1
3,60,40.74457600,-73.99108100,-1
3,59,40.72705500,-74.00000800,-1
3,91,40.64505000,-73.77887700,-1
3,0,40.70016900,-73.92475100,0
4,0,40.70016900,-73.92475100,0
4,21,40.64382200,-73.79027600,1
4,42,40.76911200,-73.86281600,1
4,27,40.77430700,-73.87285600,1
4,23,40.75256000,-73.97808800,2
4,38,40.75957500,-73.99877200,1
4,88,40.78559900,-73.97203800,-1
4,92,40.75408600,-73.98683200,-1
4,34,40.75620700,-73.98023200,1
4,71,40.74885900,-73.98838800,-1
4,84,40.72511700,-73.99575800,-1
4,77,40.70951800,-74.01481600,-1
4,73,40.71481300,-74.00968900,-2
4,0,40.70016900,-73.92475100,0
5,0,40.70016900,-73.92475100,0
5,4,40.73247100,-73.99120300,1
5,18,40.76305000,-73.98682400,1
5,28,40.76724200,-73.98999000,1
5,26,40.76370600,-73.97137500,1
5,15,40.75975800,-73.96936800,1
5,17,40.75453600,-73.96338700,1
5,68,40.75307800,-73.98233800,-1
5,76,40.74460200,-73.98484800,-1
5,54,40.75449400,-73.99229400,-1
5,65,40.73757600,-74.00559200,-1
5,78,40.72729500,-74.00087000,-1
5,67,40.73667100,-73.98690000,-1
5,48,40.76916900,-73.86294600,1
5,24,40.77280400,-73.89676700,1
5,98,40.77484500,-73.98375700,-1
5,74,40.73420700,-73.97787500,-1
5,0,40.70016900,-73.92475100,0
6,0,40.70016900,-73.92475100,0
6,20,40.76600300,-73.96973400,5
6,70,40.73716700,-73.99289700,-5
6,7,40.72539100,-73.97811100,1
6,57,40.64140700,-73.78852800,-1
6,0,40.70016900,-73.92475100,0
7,0,40.70016900,-73.92475100,0
7,5,40.77364700,-73.87075800,2
7,30,40.76568200,-73.96553000,1
7,55,40.75142300,-73.97629500,-2
7,31,40.75753800,-73.98896800,2
7,80,40.76022700,-74.00231900,-1
7,81,40.74360300,-73.98389400,-2
7,0,40.70016900,-73.92475100,0
8,0,40.70016900,-73.92475100,0
8,37,40.75371600,-73.96915400,2
8,40,40.75833900,-73.97728000,1
8,90,40.72652400,-73.99925200,-1
8,87,40.76480900,-73.97649400,-2
8,0,40.70016900,-73.92475100,0
9,0,40.70016900,-73.92475100,0
9,49,40.80258600,-73.95679500,1
9,46,40.77366600,-73.87076600,2
9,99,40.76541100,-73.96403500,-1
9,96,40.75599700,-73.97267200,-2
9,0,40.70016900,-73.92475100,0
10,0,40.70016900,-73.92475100,0
10,47,40.77414700,-73.87448900,2
10,97,40.75325000,-73.82218200,-2
10,0,40.70016900,-73.92475100,0
