m,id,lat,lon,dem
0,0,-30.08979880,-51.16730510,0
0,14,-30.10475990,-51.14178940,134
0,64,-30.06386680,-51.14875010,-134
0,2,-30.03347990,-51.11746810,86
0,52,-30.03186830,-51.10458040,-86
0,1,-30.03152510,-51.11688860,64
0,51,-29.97441150,-51.20047620,-64
0,4,-30.02685660,-51.21584240,35
0,54,-30.03024680,-51.21888670,-35
0,0,-30.08979880,-51.16730510,0
1,0,-30.08979880,-51.16730510,0
1,36,-30.08835490,-51.18469710,35
1,86,-29.98887910,-51.09291190,-35
1,26,-30.03684020,-51.11092820,144
1,76,-30.10251220,-51.24627040,-144
1,0,-30.08979880,-51.16730510,0
2,0,-30.08979880,-51.16730510,0
2,46,-30.09114580,-51.17813240,172
2,96,-30.08655210,-51.24018710,-172
2,29,-30.05347340,-51.14992560,85
2,79,-30.03314780,-51.11254050,-85
2,0,-30.08979880,-51.16730510,0
3,0,-30.08979880,-51.16730510,0
3,10,-30.09992670,-51.12787420,68
3,60,-30.09365300,-51.13198600,-68
3,8,-30.08940200,-51.13226360,167
3,58,-30.01159370,-51.09830640,-167
3,12,-30.02565980,-51.12354850,157
3,62,-30.00993060,-51.10966140,-157
3,0,-30.08979880,-51.16730510,0
4,0,-30.08979880,-51.16730510,0
4,33,-30.07465890,-51.22534550,62
4,25,-30.02950180,-51.22896410,148
4,20,-30.02920840,-51.22853440,17
4,83,-29.99366090,-51.10733300,-62
4,70,-30.00996510,-51.10771010,-17
4,75,-30.02773070,-51.10428730,-148
4,19,-30.03543350,-51.10951620,163
4,69,-30.03516660,-51.11921810,-163
4,0,-30.08979880,-51.16730510,0
5,0,-30.08979880,-51.16730510,0
5,38,-29.99943220,-51.12597840,34
5,88,-30.00345840,-51.10768660,-34
5,11,-30.01417240,-51.11919190,37
5,61,-30.03486090,-51.12674470,-37
5,3,-30.09901750,-51.12831800,51
5,53,-30.03591060,-51.10997390,-51
5,0,-30.08979880,-51.16730510,0
6,0,-30.08979880,-51.16730510,0
6,28,-30.02314160,-51.12484950,27
6,6,-29.99495900,-51.09969820,108
6,9,-30.01216880,-51.11692130,159
6,59,-30.03188580,-51.11557320,-159
6,56,-30.06767800,-51.14592180,-108
6,78,-30.11115880,-51.11034260,-27
6,0,-30.08979880,-51.16730510,0
7,0,-30.08979880,-51.16730510,0
7,13,-30.03044640,-51.21520370,107
7,63,-30.01555800,-51.14127260,-107
7,17,-30.02836150,-51.10285900,34
7,18,-30.03324410,-51.11943280,53
7,68,-30.03200610,-51.11214040,-53
7,67,-30.03019810,-51.14738870,-34
7,0,-30.08979880,-51.16730510,0
8,0,-30.08979880,-51.16730510,0
8,47,-30.05276310,-51.19121810,10
8,21,-30.01170090,-51.11249780,46
8,24,-30.03154550,-51.11676940,93
8,71,-30.08726060,-51.13140510,-46
8,97,-30.09036240,-51.12758400,-10
8,74,-30.09103280,-51.14886070,-93
8,0,-30.08979880,-51.16730510,0
9,0,-30.08979880,-51.16730510,0
9,7,-30.03634680,-51.20835640,97
9,57,-30.03337070,-51.21052720,-97
9,34,-29.99011050,-51.12179840,22
9,5,-30.02257940,-51.11607300,99
9,84,-30.11770840,-51.10707560,-22
9,55,-30.07621500,-51.16910910,-99
9,0,-30.08979880,-51.16730510,0
10,0,-30.08979880,-51.16730510,0
10,23,-30.02208030,-51.12775870,73
10,73,-29.99608360,-51.13011010,-73
10,16,-30.02655920,-51.13675140,25
10,15,-30.03572330,-51.14129920,58
10,65,-30.10375930,-51.23522710,-58
10,66,-30.15507690,-51.21322030,-25
10,0,-30.08979880,-51.16730510,0
11,0,-30.08979880,-51.16730510,0
11,22,-30.02587670,-51.22529360,131
11,45,-30.01207440,-51.19485790,92
11,95,-30.00358720,-51.19120030,-92
11,72,-30.03443040,-51.20753200,-131
11,39,-30.06016780,-51.20016150,155
11,89,-30.15240180,-51.14532490,-155
11,0,-30.08979880,-51.16730510,0
12,0,-30.08979880,-51.16730510,0
12,40,-29.99411310,-51.10651940,20
12,27,-30.03281090,-51.11055040,143
12,90,-29.98875500,-51.19849660,-20
12,77,-30.09925920,-51.22498420,-143
12,0,-30.08979880,-51.16730510,0
13,0,-30.08979880,-51.16730510,0
13,30,-30.04926550,-51.15562880,54
13,31,-30.03329160,-51.14872090,93
13,80,-30.14364490,-51.20695480,-54
13,81,-30.20383490,-51.13860480,-93
13,0,-30.08979880,-51.16730510,0
14,0,-30.08979880,-51.16730510,0
14,32,-30.08210860,-51.19332310,129
14,82,-30.14603200,-51.14472680,-129
14,49,-30.12346490,-51.20822380,151
14,99,-30.08136420,-51.21217920,-151
14,0,-30.08979880,-51.16730510,0
15,0,-30.08979880,-51.16730510,0
15,41,-30.03490260,-51.20998110,96
15,35,-30.06963850,-51.22377900,180
15,85,-30.07054090,-51.22117750,-180
15,91,-30.16125570,-51.19980100,-96
15,0,-30.08979880,-51.16730510,0
16,0,-30.08979880,-51.16730510,0
16,42,-30.03316780,-51.11532490,103
16,43,-30.02956230,-51.20859270,157
16,92,-30.07135770,-51.21593560,-103
16,93,-30.13319910,-51.18793680,-157
16,0,-30.08979880,-51.16730510,0
17,0,-30.08979880,-51.16730510,0
17,44,-30.00403430,-51.19523410,123
17,94,-30.11214030,-51.23387830,-123
17,50,-30.11772750,-51.19231970,120
